item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Razões da fé na ação evangelizadora, As",CNBB,CNBB,CNBB,9788579722264,,"Subsídios Doutrinais #7",CNBB,2013-01-01,,"subsídios doutrinais",,,84,,,,,,,,,,,,,2018-07-20,1
book,"Diretório Nacional de Catequese",CNBB,CNBB,CNBB,9788560263028,,"Documentos da CNBB #84",CNBB,2006-01-01,"Documentos da CNBB",,,,224,,,,,,,,,,,,,2018-07-20,1
book,"Comunidade de comunidades: uma nova paróquia",CNBB,CNBB,CNBB,9788535637823,,"Documentos da CNBB #100",CNBB,2014-01-01,"Documentos da CNBB",,,,168,,,,,,,,,,,,,2018-07-20,1
book,"Redemptor Hominis","João Paulo II",João,II,9788535619874,,"A Voz do Papa #90",Paulinas,2010-01-01,,"a voz do papa",,,111,,,,,,,,,,,,,2018-07-20,1
book,"Instrução sobre a Vocação Eclesial do Teólogo","Congregação para a Doutrina da Fé",Congregação,Fé,,,"A Voz do Papa #122",Paulinas,1990-01-01,,"a voz do papa",,,39,,,,,,,,,,,,,2018-07-20,1
book,"A Validade Permanente do Mandato Missionário","João Paulo II",João,II,9788535610772,,"A Voz do Papa #125",Paulinas,2008-01-01,,"a voz do papa",,,149,,,,,,,,,,,,,2018-07-20,1
book,"A Interpretação da Bíblia na Igreja","Pontifícia Comissão Bíblica",Pontifícia,Bíblica,9788535614015,,"A Voz do Papa #134",Paulinas,2010-01-01,,"a voz do papa",,,166,,,,,,,,,,,,,2018-07-20,1
book,"Novo Millenio Ineunte","João Paulo II",João,II,,,"A Voz do Papa #180",Paulinas,2001-01-01,,"a voz do papa",,,92,,,,,,,,,,,,,2018-07-20,1
book,"Verbum Domini","Bento XVI",Bento,XVI,9788535627428,,"A Voz do Papa #194",Paulinas,2011-01-01,,"a voz do papa",,,223,,,,,,,,,,,,,2018-07-20,1
book,"Porta Fidei","Bento XVI",Bento,XVI,9788535629408,,"A Voz do Papa #195",Paulinas,2011-01-01,,"a voz do papa",,,24,,,,,,,,,,,,,2018-07-20,1
book,"Um Caminho de Fé Antigo e Sempre Novo - Tomo 1","Bento XVI",Bento,XVI,9788567460499,,,Molokai,2017-01-01,,,,,665,,,,,,,,,,,,,2018-07-20,1
book,"Um Caminho de Fé Antigo e Sempre Novo - Tomo 2","Bento XVI",Bento,XVI,9788567460505,,,Molokai,2017-01-01,,,,,818,,,,,,,,,,,,,2018-07-20,1
book,"Um Caminho de Fé Antigo e Sempre Novo - Tomo 3","Bento XVI",Bento,XVI,9788567460512,,,Molokai,2017-01-01,,,,,642,,,,,,,,,,,,,2018-07-20,1
book,"Um Caminho de Fé Antigo e Sempre Novo - Tomo 4","Bento XVI",Bento,XVI,9788567460529,,,Molokai,2017-01-01,,,,,522,,,,,,,,,,,,,2018-07-20,1
book,"Le Robert de poche 2016","Marie-Hélène Drivaud (dir.)",Marie-Hélène,Drivaud,9782321006510,232100651X,"DESCRIPTION: Dimensions du produit: 10,7 x 5 x 17,7 cm Un dictionnaire de langue française 63 000 définitions de nombreux exemples d'emplois les niveaux de langues (littéraire, familier, argotique...) les synonymes et les contraires les locutions et expressions la prononciation Un dictionnaire de culture générale 10 000 noms propres (personnes, lieux, événements...), dans tous les domaines : histoire, géographie, arts, sciences, politiques... + des annexes : les tableaux de conjugaisons les règles d'accord du participe passé les noms d'habitants","Le Robert, Fr.",2015-06-15,,categoria.dicionário,,,1088,,,,,,,,,," Not begun"," "," ",2018-07-20,1
book,"Oxford Advanced Learner's Dictionary","A.S. Hornby",A.S.,Hornby,9780194315500,0194315509,"The world's leading dictionary that teaches students how to use English.","Oxford University Press",2000-07-20,,categoria.dicionário,,,,,,,,,,,,," Not begun"," "," ",2018-07-20,1
book,"Espírito da Música, O","Bento XVI",Bento,XVI,9788584910670,8584910670,"Este livro é sobre a relação entre música e liturgia, sobre o lugar que a primeira ocupa na segunda, bem como sobre os princípios e os fins da música litúrgica verdadeiramente apropriada ao serviço e ao louvor a Deus. Nele, o Papa Bento XVI, ""Mozart da Teologia"", destrincha com admirável espírito de distinção os componentes da verdadeira música litúrgica e abre caminho para a urgente resolução da dicotomia ""utilitário x transcendente"", que no campo da musicalização do culto a Deus se apresenta como ""música pastoral x arte pela arte"". Ainda ao final do livro reúne-se uma série de pequenos textos públicos do Papa sobre a questão da música, não só litúrgica, pelos quais se pode perceber a estreita relação que ele tinha com o assunto.",Ecclesiae,2017-01-01,,assunto.música,,,,,,,,,,,,,,,,2018-07-20,1
book,"Introdução ao Espírito Da Liturgia","Joseph Ratzinger",Joseph,Ratzinger,9788515040216,8515040212,"O título da obra do cardeal Ratzinger, escrita antes de ele ser eleito Papa Bento XVI, recorda a fomosa obra de Romano Guardini que, nos primeiros decênios do século passodo, deu origem ao movimento Litúrgico.",Loyola,2014-01-01,,assunto.liturgia,,,,,,,,,,,,,,,,2018-07-20,1
book,"A Música Litúrgica no Brasil",CNBB,CNBB,CNBB,9788534915205,8534915202,"Estudos da CNBB #79",PAULUS,1999-01-01,,"estudos da cnbb",,,,,,,,,,,,,,,,2018-07-20,1
book,"Animação da Vida Litúrgica no Brasil",CNBB,CNBB,CNBB,9788535609882,8535609881,"Documentos da CNBB #43",Paulinas,2014-01-01,"Documentos da CNBB",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Guia Litúrgico-Pastoral","Vários Autores",Vários,Autores,9788560263004,8560263004,"A liturgia é o cume para o qual tende a ação da Igreja e, ao mesmo tempo, é a fonte donde emana toda a sua força. pois os trabalhos apostólicos se ordenam a isso: que todos, feitos pela fé e pelo batismo filhos de Deus no meio da Igreja, participem do sacrifício e comam a ceia do Senhor.",CNBB,2017-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Canto e Música na Liturgia",CNBB,CNBB,CNBB,,,,CNBB,2014-01-01,,assunto.música,,,16,,,,,,,,,,,,,2018-07-20,1
book,"Instrução Geral do Missal Romano e Introdução ao Lecionário",CNBB,CNBB,CNBB,9788560263363,,,CNBB,2008-01-01,,,,,263,,,,,,,,,,,,,2018-07-20,1
book,"Pastoral da música litúrgica no Brasil",CNBB,CNBB,CNBB,9788535610697,,"Documentos da CNBB #7",CNBB,2010-01-01,,"documentos da cnbb",,,35,,,,,,,,,,,,,2018-07-20,1
book,"Bíblia de Navarra - Volume 1","Vários Autores",Vários,Autores,9788574652108,8574652105,"O primeiro volume do Novo Testamento editado pelos professores da Faculdade de Teologia da Universidade de Navarra (Espanha) reúne os quatro Evangelhos. Contém o texto latino da Neovulgata, a tradução para o português a partir dos textos originais e comentários. As notas constituem a mais ampla exposição disponível em português dos textos sagrados, e estão baseadas na Tradição da Igreja, no Magistério, nos Santos Padres e nos comentaristas mais credenciados da Escritura. Combinam seriedade científica com uma linguagem acessível ao grande público.",Quadrante,2017-01-01,"Bíblia de Navarra",bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Bíblia de Navarra - Volume 2","Vários Autores",Vários,Autores,9788574652115,8574652113,"Segundo volume do Novo Testamento editado pelos professores da Faculdade de Teologia da Universidade de Navarra (Espanha) reúne os Atos dos Apóstolos e as Epístolas de São Paulo (aos romanos, aos gálatas, aos coríntios, aos efésios, aos filipenses, aos colossenses e a Filêmon). Contém o texto latino da Neovulgata, a tradução para o português a partir dos textos originais e comentários. As notas constituem a mais ampla exposição disponível em português dos textos sagrados, e estão baseadas na Tradição da Igreja, no Magistério, nos Santos Padres e nos comentaristas mais credenciados da Escritura. Combinam seriedade científica com uma linguagem acessível ao grande público.",Quadrante,2017-01-01,"Bíblia de Navarra",bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Bíblia de Navarra - Volume 3","Vários Autores",Vários,Autores,9788574652122,8574652121,"Terceiro e último volume do Novo Testamento editado pelos professores da Faculdade de Teologia da Universidade de Navarra (Espanha) reúne as demais epístolas de São Paulo (aos tessalonicenses, a Timóteo e a Tito) e também as epístolas aos hebreus, as de São Pedro, de São João, de São Judas e de São Tiago, bem como o Apocalipse. Contém o texto latino da Neovulgata, a tradução para o português a partir dos textos originais e comentários. As notas constituem a mais ampla exposição disponível em português dos textos sagrados, e estão baseadas na Tradição da Igreja, no Magistério, nos Santos Padres e nos comentaristas mais credenciados da Escritura. Combinam seriedade científica com uma linguagem acessível ao grande público.",Quadrante,2017-01-01,"Bíblia de Navarra",bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Bíblia do Peregrino","Vários Autores",Vários,Autores,9788534920063,8534920060,"Esta Bíblia se destaca pela tradução idiomática, ou seja, não pela transposição mecânica de palavras hebraicas, aramaicas e gregas para uma língua moderna, mas por equivalências dinâmicas proporcionais. O que se busca é reproduzir a feição das língua s antigas nas línguas atuais. Pela análise estilística comparativa, chegamos a uma equivalência entre o estilo das línguas originais e o estilo das línguas neolatinas, sobretudo em textos narrativos e poéticos. As notas de rodapé (dois terços de todo o texto) foram elaboradas com dois objetivos: exegético e teológico-pastoral. A exegese permite compreender o sentido do texto, as notas se abrem à interpretação teológico-pastoral. Esta é a mais bela e elegante tradução da Bíblia em nossa língua, merecendo destaque por buscar reproduzir o estilo poético com que a Bíblia foi escrita.",Paulus,2002-01-01,,bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Bíblia Ave-Maria - Edição De Estudos",varios,varios,varios,9788527613026,8527613026,"Preparada por uma renomada equipe de biblistas, a edição de estudos da Bíblia Ave-Maria traz notas explicativas aprofundadas, atualizadas e de grande rigor exegético, além de referências bíblicas paralelas e um abundante índice doutrinal. Apresenta também introduções para cada livro bíblico, que contextualizam informações relativas a autores, estrutura, mensagem teológica e data. Com linguagem clara e acessível, a Bíblia de estudos constitui um verdadeiro curso bíblico para leigos e para os estudiosos da Sagrada Escritura.",,,,bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Bíblia TEB - Tradução Ecumênica","Vários Autores",Vários,Autores,9788515030163,8515030160,"Esta Bíblia contém o texto integral do Antigo (ou Primeiro) Testamento, com os livros deuterocanônicos ou apócrifos, e o do Novo Testamento, traduzidos, introduzidos e anotados por ampla equipe de estudiosos de diversas confissões cristãs e do judaísmo, representando a harmonia da unidade e o respeito da diversidade na leitura fiel do livro acolhido como palavra de Deus.",Loyola,2012-01-01,,bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Código De Direito Canônico Português",,,,9788515023943,8515023946,"Edição do Código de Direito Canônico . Trata-se do texto promulgado por João Paulo II em 25 de janeiro de 1983 traduzido pela Conferência Nacional dos Bispos do Brasil anotado e comentado por Jesús Hortal SJ. A edição foi revista e ampliada com a legislação complementar própria para o Brasil elaborada pela CNBB. O Código é o principal documento legislativo da Igreja e se baseia na herança jurídico-legislativa da Revelação e da Tradição. Seu objetivo é tornar visível a estrutura hierárquica e orgânica da Igreja organizar o exercício das funções divinamente confiadas à sociedade eclesial compor as relações mútuas entre os fiéis apoiar proteger e promover iniciativas comuns em prol de uma vida cristã mais perfeita permitir à sociedade eclesial criar uma ordem que dê primazia ao amor e facilite o desenvolvimento da Igreja e de cada um de seus membros.[...]",Loyola,2010-01-01,,,,,,,,,,,,,,,,,,2018-07-20,1
book,"Catecismo da Igreja Católica",,,,9788515030484,8515030489,"Edição de bolso",Loyola,2013-01-01,,catecismo,,,,,,,,,,,,," Not begun"," "," ",2018-07-20,1
book,"Bíblia de Jerusalém, A",,,,,8505013808,,Paulinas,1987-01-01,,bíblia,,,2366,,,,,,,,,,,,,2018-07-20,1
book,"Liturgia das Horas - Volume 3",CNBB,CNBB,CNBB,9788532612755,853261275X,"É a oração comunitária da Igreja, agora em quatro volumes. Os volumes seguem basicamente a divisão do ciclo litúrgico, a saber: 1) tempo do advento e tempo do natal; 2) tempo da quaresma, tríduo pascal, tempo da páscoa; 3) tempo comum (dezessete primeiras semanas); 4) tempo comum (demais semanas); 5) liturgia das horas abreviada. Esta edição traz também incluídas as leituras bíblicas e patrísticas para o Ofício das Leituras.",Vozes,2000-01-01,"Liturgia das Horas",,,,,,,,,,,,,,,,,2018-07-20,1
book,"Normas e Orientações para o Ministério Extraordinário da Sagrada Comunhão Eucarística - MESCE","Arquidiocese de Brasília",Arquidiocese,Brasília,,,,,2016-01-01,,mesce,,,85,,,,,,,,,,,,,2018-07-20,1
book,"Santuário Arquidiocesano da Adoração Perpétua a Jesus Cristo no Santíssimo Sacramento da Eucaristia","Arquidiocese de Brasília",Arquidiocese,Brasília,,,,,2018-01-01,,,,,110,,,,,,,,,,,,,2018-07-20,1
book,"Louvemos o Senhor 2015","Associação do Senhor Jesus",Associação,Jesus,9788599440292,,,,2015-01-01,,assunto.música,,,312,,,,,,,,,," Not begun"," "," ",2018-07-20,1
book,"Comentário Bíblico (3 Volumes)","Dianne Bergant",Dianne,Bergant,9788515017423,8515017423,"Introdução à Bíblia na forma de comentário completo, prático e acessível. Caracteriza-se pela simplicidade, objetividade e abertura a leitores de diversos credos ou simplesmente interessados em compreender melhor a experiência de fé expressa no documento primordial das tradições judaica e cristã. A publicação desse Comentário bíblico é uma resposta de Edições Loyola ao interesse crescente pela Bíblia verificado no Brasil. Vemos hoje que os não-especialistas, os simples leitores dos livros bíblicos demonstram-se insatisfeitos com uma compreensão meramente religiosa da Bíblia e passam a fazer perguntas literárias, históricas e teológicas que exigem resposta. Um dos objetivos primordiais desse Comentário bíblico é trazer as descobertas da cultura contemporânea ao alcance do principiante em estudos bíblicos. Por causa da ampla seleção de autores, os comentários a cada livro oferecem uma variedade de posições teológicas e abordagens metodológicas, como parte de um processo permanente de interpretação da Bíblia. À primeira vista, o material apresentado pode parecer esotérico e interessante apenas para o estudioso profissional da Escritura. Entretanto, depois de um exame mais rigoroso, ficará claro que as perguntas mais básicas sobre a Bíblia serão respondidas nessas páginas sem a misteriosa linguagem dos especialistas. A abrangência da obra permite ao leitor consultar com facilidade a análise de todos os livros bíblicos. O livro poderá ser usado no estudo bíblico, na preparação de homilias e nas reuniões de oração bíblica.",Loyola,1999-01-01,,assunto.bíblia,,,,,,,,,,,,,,,,2018-07-20,1
book,"Novo Comentário Bíblico São Jerônimo - Antigo Testamento","Raymond E. Brown, Joseph A. Fitzmyer, Roland E. Murphy (ed.)",Raymond,Brown,9788598481197,859848119X,"O 'Novo Comentário Bíblico de São Jerônimo' é uma verdadeira enciclopédia bíblica, na qual, além de uma introdução e um comentário a cada um dos livors bíblicos, encontram-se também artigos mais amplos concernentes à História de Israel, à teologia bíblica e à hermenêutica. Não obstante, trata-se de uma obra de leitura ágil e agradável. De fato, concisão, objetividade e clareza são apenas algumas das características dos artigos deste comentário, destinado não só a exegetas e teólogos, mas também a pregadores, missionários, catequistas, cientistas de outras áreas do conhecimento e toda pessoa que busca informações consistentes e abalizadas sobre o livro da Palavra de Deus. Nenhum dos artigos se apresenta como a última palavra sobre os argumentos tratados. Antes, oferecem um ponto de partida seguro e fundamentado para o estudo e a discussão de quase tudo o que se refere à Bíblia. Por tudo isso, o Novo Comentário Bíblico de São Jerônimo é uma daquelas obras indispensáveis para qualquer biblioteca de teologia, seja ela pessoal ou de um faculdade. Em resumo, a publicação em língua portuguesa do 'Novo Comentário Bíblico São Jerônimo' vem preencher uma lacuna que há muito permanecia aberta.",,,,,,,1264,,,,,,,,,,,,,2018-07-20,1
